eto_ofr_display_id,fk_glusr_usr_id,eto_ofr_mcat_id,eto_ofr_typ,eto_ofr_approv,eto_ofr_approv_date_orig
12550075767,35458736,95884,B,A,03/11/16 17:24
12565391985,35506708,139902,B,A,04/11/16 12:33
12092179052,12166350,38056,B,A,16/09/16 10:18
11265646946,24288068,3120,B,A,13/06/16 20:16
12647823734,9537859,25203,B,A,14/11/16 11:10
11616588734,23795085,41717,B,A,26/07/16 09:07
11517492252,24392893,2053,B,A,14/07/16 14:34
11718784046,31242563,612,B,A,06/08/16 14:34
12546648552,27637591,11323,B,A,02/11/16 15:45
12060851963,14296590,11270,B,A,12/09/16 20:30
10437083234,26616852,10847,B,A,09/02/16 11:45
11146592646,19164763,126360,B,A,28/05/16 18:29
10683661995,26391373,29670,B,A,16/03/16 14:54
12071158363,33832905,154763,B,A,14/09/16 11:05
12061708559,8542819,10011,B,A,13/09/16 12:15
12200914259,4782427,41580,B,A,27/09/16 09:15
12374279052,15197945,29157,B,A,15/10/16 13:00
12318823785,23596711,137380,B,A,09/10/16 15:32
11651759152,4543390,177645,B,A,29/07/16 20:12
12139041875,11455549,25030,B,A,20/09/16 18:08
12651086213,27355611,166559,B,A,14/11/16 16:29
11761973959,32284239,4979,B,A,11/08/16 12:28
12259476334,32456869,12847,B,A,03/10/16 13:50
10505047434,13532392,11571,B,A,19/02/16 17:59
12766589895,36147796,181976,B,A,28/11/16 14:01
11406218759,17712003,178750,B,A,30/06/16 18:57
10365970952,15299494,10553,B,A,28/01/16 18:04
12421012152,27087222,4378,B,A,20/10/16 19:05
10347702052,26085432,68910,B,A,25/01/16 20:16
10512649113,25598146,152943,B,A,20/02/16 10:19
11901671359,33147335,156627,B,A,26/08/16 18:22
11265640367,26358514,142144,B,A,13/06/16 20:19
12037750075,31979695,184123,B,A,10/09/16 10:42
11981846267,33533529,8367,B,A,04/09/16 10:00
12987889934,19799452,89573,B,A,22/12/16 12:20
10776088885,17276089,3025,B,A,02/04/16 10:51
12256821952,3362570,32640,B,A,03/10/16 09:36
10190986652,9681101,19310,B,A,30/12/15 14:35
10814552463,6893534,96360,B,A,08/04/16 13:26
12724337152,17254733,8367,B,A,23/11/16 13:01
11532983359,12555337,13434,B,A,16/07/16 11:44
11771507752,25587263,41423,B,A,12/08/16 11:17
13005735013,33346990,80787,B,A,23/12/16 17:08
10897124275,3036703,37340,B,A,22/04/16 09:44
12572254467,34809414,144110,B,A,05/11/16 10:11
10588568675,9813762,122807,B,A,02/03/16 10:39
10524782595,27015302,86153,B,A,22/02/16 10:12
10458888695,10378454,153967,B,A,12/02/16 13:36
10282844263,10803967,15386,B,A,15/01/16 13:48
12399303585,22957551,2296,B,A,18/10/16 11:48
12482586734,31680098,78540,B,A,25/10/16 15:42
11816178785,2114755,29085,B,A,17/08/16 15:23
11710461867,22090362,96513,B,A,05/08/16 15:35
10517454367,13334180,87517,B,A,20/02/16 17:36
12561296559,10486546,20252,B,A,04/11/16 12:33
12853664334,14258941,25203,B,A,07/12/16 18:11
12219559485,34244158,5464,B,A,29/09/16 17:42
10630401385,15218476,2217,B,A,08/03/16 09:44
11747353167,24936476,151014,B,A,09/08/16 18:29
12981160663,12965499,34899,B,A,21/12/16 15:55
11445038663,24562496,960,B,A,05/07/16 16:36
11785530695,32344290,42068,B,A,13/08/16 18:50
13034945634,25760678,95589,B,A,26/12/16 18:48
12587317659,35586628,20907,B,A,06/11/16 19:20
11416562763,23905205,160297,B,A,02/07/16 14:26
11660386846,31230771,5185,B,A,30/07/16 20:39
12833577613,3006937,179971,B,A,05/12/16 17:35
11538508946,19276414,163840,B,A,17/07/16 11:03
11818705895,31612848,126203,B,A,17/08/16 19:42
10781069195,17041560,11395,B,A,02/04/16 19:04
10498927495,14655685,120805,B,A,18/02/16 14:01
12358751785,32473234,9708,B,A,14/10/16 16:34
12325630913,27693043,42734,B,A,10/10/16 14:29
10408340667,4640104,132686,B,A,04/02/16 09:39
12884194534,36309938,164613,B,A,11/12/16 15:36
12176538195,15451820,94701,B,A,24/09/16 12:56
11839076713,32812002,195,B,A,20/08/16 09:57
12071349885,33842942,169406,B,A,14/09/16 11:47
11895227113,33109188,185117,B,A,26/08/16 15:28
12560054295,12084424,7778,B,A,03/11/16 19:54
11841242363,17903762,45804,B,A,20/08/16 13:30
11592017785,28263622,114566,B,A,23/07/16 10:14
12293393134,30046561,1274,B,A,06/10/16 17:57
12630168659,31611627,202,B,A,11/11/16 16:04
11575122263,4509273,1851,B,A,21/07/16 11:58
11394702946,12930927,2527,B,A,29/06/16 14:20
12830366346,35444339,5259,B,A,05/12/16 12:25
10748186167,7767051,9894,B,A,28/03/16 11:27
12322750775,3466307,5896,B,A,10/10/16 09:22
13006085467,36937558,3049,B,A,23/12/16 17:31
11509000495,7526649,27270,B,A,13/07/16 14:49
11642008034,6458314,151917,B,A,30/07/16 16:13
12480445367,3102487,2127,B,A,25/10/16 13:07
12060312852,33841848,11599,B,A,12/09/16 19:14
10393757734,26335138,4061,B,A,02/02/16 09:15
12712419763,30896421,69979,B,A,22/11/16 13:54
11034574259,11467372,1979,B,A,12/05/16 17:32
12573779867,18246623,1068,B,A,05/11/16 09:33
11027243163,6000151,132836,B,A,11/05/16 18:02
12808365352,18762686,84770,B,A,02/12/16 17:05
12726515534,7547495,119086,B,A,23/11/16 17:31
11649644863,25863195,150778,B,A,29/07/16 16:32
12027755363,13336981,103978,B,A,09/09/16 10:28
10535428734,3617799,30776,B,A,25/02/16 14:42
12842159467,36417685,126706,B,A,06/12/16 15:14
12253306459,13526365,7221,B,A,02/10/16 17:58
12940686234,5149444,37650,B,A,17/12/16 10:35
12009725667,27208648,12972,B,A,07/09/16 11:51
12055154195,3425501,43579,B,A,12/09/16 11:29
11948308446,28768056,43199,B,A,31/08/16 15:39
12178760463,23251303,1978,B,A,24/09/16 16:36
12457927359,34647090,19404,B,A,23/10/16 12:24
11349903352,9637089,35424,B,A,24/06/16 14:11
12759589785,30904193,56191,B,A,27/11/16 15:42
12280450634,34582802,40997,B,A,05/10/16 15:19
12013453259,13421583,7229,B,A,07/09/16 17:03
11457606175,14718600,43681,B,A,07/07/16 09:06
10620382134,7599716,88395,B,A,06/03/16 17:11
11938852752,33225969,12533,B,A,30/08/16 16:53
12262205634,21654043,30680,B,A,03/10/16 17:52
10669937667,15511096,52966,B,A,14/03/16 14:31
12250886652,8132653,194,B,A,02/10/16 13:56
11924475567,33140251,177707,B,A,29/08/16 11:58
12895722434,36156816,113752,B,A,12/12/16 14:46
12778828975,13686644,329,B,A,29/11/16 17:32
12219857352,34377759,49,B,A,29/09/16 11:29
10938547263,26516778,1691,B,A,28/04/16 13:51
10929787613,10144941,5226,B,A,27/04/16 13:02
11477049785,13852786,10793,B,A,09/07/16 14:25
12004470834,24112849,764,B,A,06/09/16 18:46
12974639513,36825109,146716,B,A,20/12/16 20:36
10911711895,22293063,46,B,A,24/04/16 14:27
12879271752,23872682,156181,B,A,10/12/16 14:04
12127320163,33883325,135648,B,A,19/09/16 17:14
10730724863,13754748,24166,B,A,24/03/16 19:09
12200189767,6281269,23685,B,A,27/09/16 09:56
10901951495,28627073,3723,B,A,22/04/16 19:30
12387742152,32766676,118797,B,A,16/10/16 20:55
10910825185,13347416,3363,B,A,26/04/16 13:39
11397130795,3423655,158568,B,A,29/06/16 18:01
11603341963,28011629,84039,B,A,24/07/16 16:18
12903260485,31968285,184283,B,A,13/12/16 12:28
12153194567,33639002,18,B,A,22/09/16 11:39
10807409334,24263645,43988,B,A,07/04/16 12:11
11639251263,14949401,29379,B,A,28/07/16 15:13
12119033234,33219437,32044,B,A,19/09/16 11:40
11602900846,12946387,147,B,A,24/07/16 17:47
11676727046,6938508,11303,B,A,02/08/16 11:14
12216129763,31429774,38,B,A,28/09/16 15:21
12168018652,34198649,139754,B,A,23/09/16 15:19
11723184913,32110276,4714,B,A,07/08/16 11:25
11749482863,27230682,161688,B,A,10/08/16 17:38
12330006246,435650,3168,B,A,11/10/16 16:54
11355999913,26938954,9507,B,A,24/06/16 16:49
11120208267,3597992,84582,B,A,25/05/16 09:17
12734597034,11587532,151482,B,A,24/11/16 15:11
11286192863,29486475,65628,B,A,16/06/16 11:13
12078077095,675195,10839,B,A,14/09/16 15:47
11448863152,27415336,12318,B,A,06/07/16 09:41
12980321346,27134758,21908,B,A,21/12/16 13:30
12727151295,36012080,142223,B,A,23/11/16 18:29
12025520475,28533828,178836,B,A,09/09/16 11:31
11662063385,31790694,20595,B,A,31/07/16 15:33
12057907852,20340629,25680,B,A,12/09/16 15:20
12232006095,9989512,411,B,A,30/09/16 11:16
11243230259,29851374,11363,B,A,10/06/16 19:16
12053412763,33755154,114308,B,A,15/09/16 17:01
11698356975,31983793,143446,B,A,04/08/16 10:29
10452597334,19192053,25925,B,A,11/02/16 14:37
11943166695,10020265,35991,B,A,31/08/16 16:12
12049560252,33807116,1998,B,A,11/09/16 16:09
12523141385,30144335,41541,B,A,30/10/16 14:03
11782319485,32398335,153916,B,A,13/08/16 13:33
11520081595,28823604,12715,B,A,14/07/16 18:46
10688450785,13367629,33230,B,A,17/03/16 09:33
11656442052,30217040,163224,B,A,30/07/16 13:20
11390099634,9695214,25766,B,A,29/06/16 16:05
11502729385,1896833,27368,B,A,12/07/16 18:52
11260905367,9693545,31588,B,A,13/06/16 12:22
12225794734,34397787,12972,B,A,29/09/16 15:39
12258938885,6666148,32319,B,A,03/10/16 13:03
11661376185,31707900,138937,B,A,31/07/16 16:52
10912182646,4392108,39959,B,A,24/04/16 15:52
12301094713,34626512,2037,B,A,07/10/16 16:18
10587746534,26991470,6029,B,A,01/03/16 20:28
12760421646,35689258,180704,B,A,27/11/16 17:17
12658165159,34636505,8422,B,A,15/11/16 13:49
10475979985,26242273,156256,B,A,15/02/16 14:39
10753857946,27903665,68536,B,A,29/03/16 09:25
10630662175,27444645,1503,B,A,08/03/16 11:06
10877362413,20553011,34911,B,A,19/04/16 09:26
12591985746,9771218,116645,B,A,07/11/16 13:04
11364690613,13512836,4555,B,A,25/06/16 17:52
10829451752,12727127,172,B,A,11/04/16 13:57
11562128295,30618331,6722,B,A,20/07/16 13:48
12031898913,31946284,143446,B,A,09/09/16 16:10
12521841459,2009757,2114,B,A,30/10/16 09:51
11110454652,27254583,55080,B,A,23/05/16 20:13
12306908246,32291041,155503,B,A,08/10/16 09:29
11535580595,27260106,147,B,A,16/07/16 16:02
11079191259,2930354,34996,B,A,19/05/16 13:21
11630681313,31669582,1404,B,A,27/07/16 16:19
11417757052,30222818,11611,B,A,02/07/16 09:45
12816226552,29863789,185059,B,A,03/12/16 14:58
12510146863,33047644,156270,B,A,28/10/16 14:01
12444630163,12480184,3444,B,A,22/10/16 18:25
12667643059,1832334,7124,B,A,16/11/16 15:58
12517789946,3884037,119126,B,A,29/10/16 14:00
12974183185,17894869,74765,B,A,20/12/16 19:48
12605889546,35647287,202,B,A,08/11/16 15:51
11925059834,32220369,28683,B,A,29/08/16 12:38
11102828875,9740765,9566,B,A,22/05/16 19:36
11152282595,8240963,136042,B,A,29/05/16 19:02
11935472675,33329954,877,B,A,30/08/16 12:38
12446487295,32837157,9334,B,A,22/10/16 15:23
10638568295,27409129,1944,B,A,09/03/16 12:28
12063347963,30907564,28610,B,A,13/09/16 09:27
12450838785,14662502,157315,B,A,22/10/16 12:46
11780056495,14088450,7822,B,A,13/08/16 15:00
12100956552,33731148,181598,B,A,17/09/16 11:45
12672692575,14135549,140861,B,A,17/11/16 09:07
12477414463,3899042,1425,B,A,25/10/16 09:50
12453493875,34504064,96468,B,A,22/10/16 16:13
11449990152,10010148,29490,B,A,06/07/16 13:36
12577043295,23063590,7594,B,A,05/11/16 14:43
10275004452,20276189,43146,B,A,14/01/16 10:21
11345825552,30370298,27534,B,A,24/06/16 15:07
12319892185,25662583,149724,B,A,09/10/16 18:14
12784901252,19042079,30880,B,A,30/11/16 11:48
10803791646,27064185,138477,B,A,06/04/16 17:51
12785664067,19337874,34457,B,A,30/11/16 12:42
11885365846,33051828,56248,B,A,25/08/16 14:32
11162948867,29665086,87669,B,A,02/06/16 11:43
12283984434,31389197,6706,B,A,06/10/16 13:17
11664437259,9724186,20513,B,A,31/07/16 13:55
10667761813,27575226,133826,B,A,14/03/16 10:16
11097616695,602823,33669,B,A,28/05/16 18:01
10656579395,22844360,4103,B,A,12/03/16 14:55
10904137459,5787176,68536,B,A,23/04/16 10:16
10381978685,26209291,6642,B,A,31/01/16 11:10
12386596759,34927473,6042,B,A,16/10/16 18:50
10997051585,28995801,179447,B,A,07/05/16 10:55
12822744095,6598787,173098,B,A,04/12/16 11:54
12751498834,13586313,162651,B,A,26/11/16 14:07
11540773863,13636847,166726,B,A,18/07/16 14:54
12666380563,13734835,133131,B,A,16/11/16 13:07
12439480846,7345310,154987,B,A,21/10/16 13:56
11605977285,23292278,8367,B,A,25/07/16 10:21
10619723313,10602062,10871,B,A,06/03/16 15:04
12003937195,33602659,788,B,A,06/09/16 17:39
12967198375,1006551,5596,B,A,22/12/16 18:51
10419195395,25586457,113851,B,A,05/02/16 17:46
12663907252,7618267,177045,B,A,16/11/16 10:03
11807562267,12728442,153498,B,A,16/08/16 16:36
12609526752,11115282,145006,B,A,08/11/16 21:06
12974697763,34678226,152752,B,A,20/12/16 20:45
12387314363,24308409,12017,B,A,16/10/16 19:57
12528705785,18809960,100322,B,A,31/10/16 14:35
12008456834,10757577,26080,B,A,07/09/16 09:47
11964873034,31214162,78357,B,A,02/09/16 09:58
12834856213,5248297,43988,B,A,05/12/16 19:05
11087335467,2624859,4769,B,A,20/05/16 20:27
12912225346,34525685,167377,B,A,14/12/16 11:17
10759156846,26439176,450,B,A,30/03/16 12:31
12717943675,28831944,146721,B,A,22/11/16 17:22
12368624663,22763154,34562,B,A,14/10/16 20:23
10525383946,8167642,139862,B,A,22/02/16 14:45
12447772613,34632479,86083,B,A,22/10/16 09:33
10141608495,19157606,20961,B,A,21/12/15 14:12
12804747575,23200427,138334,B,A,02/12/16 11:46
11609475263,2232020,12972,B,A,25/07/16 13:05
11344164767,29385115,69680,B,A,23/06/16 11:33
11845754485,32344028,37066,B,A,21/08/16 12:51
10318788852,7146356,33546,B,A,21/01/16 10:07
10186506195,12932928,30396,B,A,29/12/15 18:00
11322022975,30315736,122839,B,A,21/06/16 14:09
12787283767,21220411,167826,B,A,30/11/16 15:32
12450607852,27080632,152189,B,A,22/10/16 13:02
11389017859,17887870,80592,B,A,28/06/16 19:55
10241234046,13351935,33149,B,A,08/01/16 13:41
11535143675,31195442,21758,B,A,16/07/16 15:15
11596299834,12859220,1341,B,A,23/07/16 17:12
11816698946,24179158,33597,B,A,17/08/16 16:09
10755363859,27996014,33007,B,A,29/03/16 12:34
12473700267,26823335,27067,B,A,24/10/16 18:23
10906272985,26312649,44188,B,A,23/04/16 14:36
12419276295,28492301,370,B,A,19/10/16 17:13
11872021763,15708191,33476,B,A,23/08/16 17:45
12364083263,8648305,36488,B,A,14/10/16 14:24
10460684334,15295390,2225,B,A,12/02/16 09:43
11825235213,15149415,6169,B,A,18/08/16 16:53
10561711113,3789166,43594,B,A,27/02/16 09:33
12848227459,16285562,10389,B,A,07/12/16 09:16
12647144313,12004807,6112,B,A,14/11/16 11:30
11518854595,11184515,148451,B,A,14/07/16 16:40
10430914375,24449780,10628,B,A,07/02/16 20:35
12893476567,36576769,31342,B,A,12/12/16 14:20
12150488046,33220289,69886,B,A,22/09/16 15:10
13002738759,17246254,1056,B,A,23/12/16 13:20
11747775363,6535824,6168,B,A,09/08/16 19:17
12726008846,36043002,52835,B,A,23/11/16 15:37
12617538967,35684755,105843,B,A,10/11/16 12:20
11038311685,11317562,174402,B,A,13/05/16 11:08
11636052567,31725508,6242,B,A,28/07/16 10:16
12990510352,36247586,37347,B,A,22/12/16 12:08
11730233785,24866435,25919,B,A,08/08/16 10:17
11885368546,24383349,2437,B,A,25/08/16 09:59
10639428552,15571347,123869,B,A,09/03/16 17:15
11822834985,3749731,147432,B,A,18/08/16 12:15
12833337513,15825735,185007,B,A,05/12/16 16:46
12655211146,5708311,142332,B,A,15/11/16 09:34
10406563495,24975588,12105,B,A,04/02/16 14:57
12902785752,31993199,138650,B,A,13/12/16 11:34
11283201913,11898483,14456,B,A,15/06/16 20:49
12388125275,29233807,178734,B,A,17/10/16 11:09
11628092413,2462837,155510,B,A,27/07/16 12:40
10332798846,25772080,32778,B,A,23/01/16 11:19
11749450095,31658856,83867,B,A,10/08/16 10:49
12439282159,12613727,69970,B,A,21/10/16 13:12
11276424746,12836475,156999,B,A,19/06/16 17:02
11948351534,7502742,35673,B,A,31/08/16 15:40
12580032995,9707880,29929,B,A,05/11/16 20:24
11687616563,3450020,18625,B,A,03/08/16 13:40
12121723652,33919696,68865,B,A,19/09/16 10:09
11994190295,33588101,3548,B,A,05/09/16 17:11
10971569363,7249822,23067,B,A,03/05/16 15:34
11651575013,27219732,36864,B,A,29/07/16 19:50
12113124785,6474342,166854,B,A,18/09/16 09:17
10868533813,20049268,28707,B,A,17/04/16 18:01
11091093113,3380266,136166,B,A,21/05/16 14:42
12080983734,4803783,162605,B,A,16/09/16 13:06
12924433646,26362025,163460,B,A,15/12/16 15:19
12517960567,2512325,34912,B,A,29/10/16 14:18
11960046667,12361014,11235,B,A,01/09/16 17:42
12758973346,367708,9069,B,A,27/11/16 13:43
11507521813,12076548,36750,B,A,13/07/16 16:20
11454138052,14752605,25141,B,A,06/07/16 17:33
11458366913,29942894,30616,B,A,07/07/16 11:27
12802169467,36196405,181785,B,A,02/12/16 11:43
11687616367,30820007,30698,B,A,03/08/16 09:38
11779569085,10689663,34400,B,A,13/08/16 09:22
10937747275,26267688,65346,B,A,28/04/16 12:22
12700454067,13583720,35739,B,A,20/11/16 14:41
11612263867,31401282,23610,B,A,26/07/16 10:23
12229654534,4509463,39250,B,A,29/09/16 21:06
12985450146,14752884,2085,B,A,22/12/16 16:48
11384220052,29598726,3349,B,A,28/06/16 12:29
12368137095,12685504,78894,B,A,14/10/16 19:37
10891903075,28398489,6453,B,A,21/04/16 12:34
10747887134,22033739,103981,B,A,28/03/16 09:55
10699000075,27726632,7803,B,A,29/03/16 17:21
12115180163,31564925,160905,B,A,18/09/16 13:18
10928833359,16459290,10035,B,A,27/04/16 17:28
12456110946,18354536,184952,B,A,22/10/16 20:33
12792190875,28263953,8781,B,A,01/12/16 13:01
12363093359,27682781,157396,B,A,14/10/16 13:07
12217602746,21247661,20956,B,A,28/09/16 17:26
12518153975,35091091,181436,B,A,29/10/16 14:45
11831449146,5594690,22396,B,A,19/08/16 12:50
12699878134,35955116,938,B,A,20/11/16 13:38
12764548752,36170459,85958,B,A,28/11/16 10:55
12622462075,17017519,87490,B,A,10/11/16 16:10
12893361159,8289890,1241,B,A,12/12/16 11:25
12363307885,32031213,53446,B,A,14/10/16 13:22
10310808663,12956122,9024,B,A,20/01/16 10:23
11826059813,22905732,10417,B,A,18/08/16 18:43
11148843152,17047418,30770,B,A,29/05/16 11:05
11755986475,32279110,142848,B,A,11/08/16 11:06
10650374313,25478600,8882,B,A,11/03/16 11:31
12810875267,36303830,426,B,A,03/12/16 10:27
12861267985,2457613,29514,B,A,08/12/16 14:53
11939904667,33344033,149752,B,A,30/08/16 18:22
11087132846,28057152,26343,B,A,22/05/16 16:26
10798346134,28192044,4559,B,A,05/04/16 20:49
11991198385,32351555,1855,B,A,05/09/16 13:00
10424488163,21578864,114279,B,A,06/02/16 15:44
11887487667,5730664,132137,B,A,25/08/16 11:24
11736176363,15403495,5054,B,A,08/08/16 16:58
12605860834,15408355,18010,B,A,08/11/16 16:54
12080360559,32336969,36451,B,A,14/09/16 19:11
11467554667,19480563,95986,B,A,08/07/16 12:38
12256157946,30467053,105844,B,A,03/10/16 13:43
10162585763,25208408,114113,B,A,25/12/15 09:31
11639307667,8892126,95589,B,A,28/07/16 15:14
12858507146,9308390,5884,B,A,08/12/16 14:05
11675203752,21947492,180005,B,A,02/08/16 15:39
12084142934,33919602,41418,B,A,15/09/16 10:15
10641604552,12532251,20595,B,A,10/03/16 11:59
12296738352,25368045,147610,B,A,07/10/16 10:04
12599157775,35342205,85915,B,A,08/11/16 16:53
11729628046,24969154,12162,B,A,08/08/16 10:23
11193944767,28343303,7124,B,A,04/06/16 13:18
12678257346,6360805,1373,B,A,17/11/16 17:22
11855580434,14806196,5719,B,A,22/08/16 09:30
12644778052,35217172,140730,B,A,13/11/16 18:15
12602225067,4655311,94743,B,A,08/11/16 11:27
12532685963,32585846,180550,B,A,01/11/16 15:01
10355042667,13999798,43736,B,A,27/01/16 10:16
12708851985,7093061,106818,B,A,21/11/16 16:47
10660706913,12081263,154781,B,A,12/03/16 19:03
11060051475,17462695,96528,B,A,16/05/16 15:58
11420291067,29371691,10950,B,A,02/07/16 15:17
10699636734,25546933,32753,B,A,18/03/16 20:21
11457839734,8987358,21787,B,A,07/07/16 09:47
10896186913,4336067,142686,B,A,22/04/16 11:32
12079243595,26599053,49797,B,A,14/09/16 17:28
10732711513,12898009,149809,B,A,25/03/16 10:28
11837312452,32789211,154893,B,A,20/08/16 10:42
11997384534,14541956,123845,B,A,06/09/16 15:09
11607027246,30774471,120805,B,A,25/07/16 14:17
11179255595,12763363,65922,B,A,02/06/16 15:31
12807954463,12856714,28310,B,A,02/12/16 16:24
12675563675,13115126,24782,B,A,19/11/16 20:48
12485150075,4344241,74780,B,A,25/10/16 19:19
12409575785,7227202,143567,B,A,18/10/16 20:31
11330110652,30052202,42773,B,A,22/06/16 11:21
11961179175,12540255,95151,B,A,01/09/16 19:43
10392407646,23016729,20674,B,A,02/02/16 10:34
11113002895,25847975,2053,B,A,28/05/16 16:36
10541122495,25966047,3367,B,A,24/02/16 12:38
12541821263,7628944,35102,B,A,02/11/16 09:31
10791778246,608750,138251,B,A,04/04/16 19:53
11093571885,11176857,180492,B,A,21/05/16 11:59
12608506934,20870537,140385,B,A,08/11/16 19:25
12072482246,7730035,5385,B,A,14/09/16 10:39
12476108952,2425592,30613,B,A,25/10/16 12:04
12464580852,1037371,5971,B,A,23/10/16 21:02
10804223313,27052394,10552,B,A,06/04/16 19:04
12884710185,34924753,166326,B,A,12/12/16 10:25
12262222446,34508431,68802,B,A,03/10/16 18:04
12733914063,25365243,11667,B,A,24/11/16 17:21
11876258667,5973251,3174,B,A,24/08/16 09:09
12608742352,12070075,10847,B,A,08/11/16 19:46
10913312595,28136839,11809,B,A,24/04/16 20:00
12992159646,4107438,41660,B,A,22/12/16 14:04
12276714175,3691131,141365,B,A,05/10/16 17:15
12456598046,33567613,10479,B,A,23/10/16 12:35
11467497995,9522785,137534,B,A,08/07/16 13:05
12577512513,11221086,37961,B,A,05/11/16 15:34
12005310759,33289503,41148,B,A,06/09/16 20:23
10404516352,10886786,619,B,A,03/02/16 16:24
12174479467,9409688,126218,B,A,24/09/16 09:16
12370870752,34882468,8660,B,A,15/10/16 17:08
12300202595,34648525,140250,B,A,07/10/16 13:23
12275902175,30522658,86282,B,A,05/10/16 10:16
12683988163,35746204,160939,B,A,18/11/16 12:01
12684675275,34889190,18310,B,A,18/11/16 13:07
10460418367,26192443,33802,B,A,12/02/16 19:10
11809781659,32596608,33646,B,A,16/08/16 20:19
11617278346,31619400,20926,B,A,26/07/16 10:48
11899699895,520052,80438,B,A,26/08/16 15:26
11943083052,32222227,85675,B,A,31/08/16 15:47
11484113459,26037365,10367,B,A,10/07/16 13:53
12684196534,16320477,16678,B,A,18/11/16 12:41
12896695595,18818589,37339,B,A,12/12/16 16:07
10657224495,10605743,68949,B,A,12/03/16 17:30
11476087663,10684588,4548,B,A,09/07/16 12:48
11558598785,30363320,108250,B,A,19/07/16 13:57
12820763734,33997238,138376,B,A,04/12/16 11:22
11868340075,32320261,6096,B,A,23/08/16 13:33
12531311646,35395867,133937,B,A,05/11/16 16:54
12151404463,29429520,4069,B,A,21/09/16 21:04
12150524313,16118056,69628,B,A,21/09/16 19:27
12584991063,35141473,12972,B,A,06/11/16 15:09
11048762646,9409206,4128,B,A,14/05/16 20:02
12520167485,35317656,7037,B,A,30/10/16 11:05
11176429967,27243763,4062,B,A,02/06/16 10:15
12380950734,30500801,155376,B,A,16/10/16 10:33
11543690859,27879701,35991,B,A,17/07/16 17:56
11841547985,20341218,402,B,A,20/08/16 13:56
12562610667,30604425,144793,B,A,04/11/16 09:14
11553100395,12186336,41570,B,A,18/07/16 19:12
11887682195,7028148,21022,B,A,25/08/16 11:42
11467069859,30033162,5719,B,A,08/07/16 14:42
11398417152,14529256,158474,B,A,29/06/16 20:57
12431680859,24910979,3051,B,A,20/10/16 18:47
11651279834,28516558,1698,B,A,29/07/16 19:15
10561826867,27167388,10580,B,A,27/02/16 13:01
10530663859,11221106,163180,B,A,22/02/16 19:35
12750966863,36124910,816,B,A,26/11/16 13:39
11717226234,13169951,37758,B,A,06/08/16 13:47
12311944775,2458496,24709,B,A,08/10/16 16:47
11557416952,30450934,202,B,A,19/07/16 11:58
12036055785,11702362,9901,B,A,10/09/16 16:58
12932665875,36662705,43237,B,A,16/12/16 12:53
11874096759,29873382,15727,B,A,24/08/16 11:14
12760601575,28626843,132773,B,A,27/11/16 17:41
10549876975,26279799,113940,B,A,25/02/16 16:33
12699035267,25751608,35589,B,A,20/11/16 12:35
12055724446,16276567,20979,B,A,12/09/16 12:20
12025689795,195225,181530,B,A,09/09/16 10:40
12482023685,16497530,41013,B,A,25/10/16 15:03
11815289385,16325312,2093,B,A,17/08/16 13:56
12007941985,9501571,8149,B,A,07/09/16 16:59
11953889959,4638546,3904,B,A,01/09/16 09:13
10430866959,12495867,139590,B,A,07/02/16 20:21
10886606513,8329626,23235,B,A,20/04/16 15:02
12113408675,21438445,26690,B,A,18/09/16 10:05
11102361213,3936972,33829,B,A,22/05/16 18:03
11546666134,20430263,168180,B,A,18/07/16 17:25
12157710634,13678318,32318,B,A,22/09/16 15:03
12168117767,25375960,863,B,A,23/09/16 15:00
11566294095,423174,11164,B,A,20/07/16 12:36
10874604452,9242205,105903,B,A,18/04/16 17:56
12791651734,12996785,20757,B,A,01/12/16 11:24
12329330359,18746912,180800,B,A,10/10/16 20:57
10811033146,12489994,7664,B,A,07/04/16 20:00
11356008559,27158443,140808,B,A,24/06/16 16:43
11746943875,30445317,3466,B,A,09/08/16 18:00
12899429467,3857128,2045,B,A,13/12/16 14:38
12260816652,5438700,1859,B,A,03/10/16 15:52
11936661995,32419251,29937,B,A,30/08/16 15:00
11694841995,19021150,9997,B,A,03/08/16 19:31
11101458834,7645327,8396,B,A,22/05/16 15:21
12897135863,7931076,182613,B,A,12/12/16 16:44
12359314846,34805159,14093,B,A,14/10/16 11:27
12621724213,35678158,7911,B,A,12/11/16 14:34
11768041385,5563588,4449,B,A,12/08/16 11:06
10386309875,23858619,10616,B,A,01/02/16 15:27
10139426263,13369170,102033,B,A,21/12/15 09:35
11386719963,18691057,1128,B,A,28/06/16 16:04
12621859885,35691423,156353,B,A,10/11/16 15:12
12039586134,15121606,13099,B,A,10/09/16 13:48
12114197259,15755144,65446,B,A,18/09/16 11:46
10513341834,8613651,177456,B,A,20/02/16 10:00
12908668075,35551376,80146,B,A,13/12/16 20:38
11782407685,30537943,1647,B,A,13/08/16 13:36
12858399875,21054459,1041,B,A,08/12/16 10:30
12247620434,19117606,72859,B,A,02/10/16 11:35
10657812695,8390127,122487,B,A,12/03/16 12:26
12916903685,25153988,34329,B,A,14/12/16 18:17
11321498746,24739451,43143,B,A,20/06/16 18:49
11702626146,31999975,65523,B,A,04/08/16 17:48
12623859385,35584354,85180,B,A,10/11/16 18:38
11221836713,29896583,10452,B,A,08/06/16 09:54
12873897959,19231662,95841,B,A,09/12/16 20:18
11962091752,21830696,111949,B,A,02/09/16 11:38
