eto_ofr_display_id,fk_glcat_mcat_id,glcat_mcat_name,glcat_mcat_is_business_type,eto_ofr_qty,eto_ofr_qty_unit,Unit ID,final_predicted_tov(frontend),ml_predicted_tov,eto_ofr_approx_order_val_mapp,retail_flag,ml_predicted_tov_pop_q1,ml_predicted_tov_pop_median,ml_predicted_tov_pop_q3,Retail Threshold
136056051546,4264,Bathrobes,0,10,piece,31,"Rs. 6,000 - 6,300","3,000 to 10,000",300,0,630,751,1474,3
136056051546,4264,Bathrobes,0,10,piece,31,"Rs. 6,000 - 6,300","3,000 to 10,000",300,1,630,751,1474,3
136169815846,4264,Bathrobes,0,1,piece,31,"Rs. 800 - 1,500","1,000 to 3,000",200,1,630,753,1499,3
136165201113,4264,Bathrobes,0,1,piece,31,Rs. 700 - 900,"Upto 1,000",100,1,630,753,1499,3
135987778975,4264,Bathrobes,0,1,piece,31,Rs. 500 - 600,"Upto 1,000",100,0,638,753,1499,3
136000668995,4264,Bathrobes,0,20,piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,0,638,753,1499,3
136250493063,4264,Bathrobes,0,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,0,630,752,1499,3
136082805759,4668,Aluminium Buttons,,10000,Pack,27,Rs. 5.4 - 6.6 Lakh,5 to 10 Lakh,900,0,-1,-1,-1,1
136126486546,5283,Mulberry Silk Fabric,,1.5,Meter,23,Rs. 400 - 800,"Upto 1,000",100,1,128,450,750,11
136126486546,5283,Mulberry Silk Fabric,,1.5,Meter,23,Rs. 400 - 800,"Upto 1,000",100,1,128,450,750,11
135966076034,5283,Mulberry Silk Fabric,,5000,Meter,23,Rs. 4.2 - 6.4 Lakh,5 to 10 Lakh,900,1,128,450,750,11
136079663995,5283,Mulberry Silk Fabric,,500,Meter,23,Rs. 3.5 - 3.8 Lakh,2 to 5 Lakh,800,0,128,450,750,11
136096938295,5283,Mulberry Silk Fabric,,60,Meter,23,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,128,450,750,11
135951811059,5283,Mulberry Silk Fabric,,33,Meter,23,"Rs. 21,000 - 25,000","20,000 to 50,000",500,0,128,450,750,11
135951811059,5283,Mulberry Silk Fabric,,33,Meter,23,"Rs. 21,000 - 25,000","20,000 to 50,000",500,1,128,450,750,11
136199380985,5283,Mulberry Silk Fabric,,10,Meter,23,"Rs. 6,200 - 7,500","3,000 to 10,000",300,0,128,450,750,11
136199380985,5283,Mulberry Silk Fabric,,10,Meter,23,"Rs. 6,200 - 7,500","3,000 to 10,000",300,0,128,450,750,11
136235372195,5283,Mulberry Silk Fabric,,2,Meter,23,"Rs. 900 - 1,500","1,000 to 3,000",200,1,128,450,750,11
136005480175,5283,Mulberry Silk Fabric,,100,Meter,23,"Rs. 12,000 - 13,000","10,000 to 20,000",400,1,128,450,750,11
136063996252,5283,Mulberry Silk Fabric,,35,Meter,23,"Rs. 24,000 - 26,000","20,000 to 50,000",500,0,128,450,750,11
136063899052,5283,Mulberry Silk Fabric,,5,Meter,23,"Rs. 3,500 - 3,800","3,000 to 10,000",300,0,128,450,750,11
136022212195,5397,Brooches,,100,Piece,31,"Rs. 2,500 - 2,900","1,000 to 3,000",200,1,29,60,120,60
136276029695,5397,Brooches,,65,Piece,31,"Rs. 1,300 - 1,900","1,000 to 3,000",200,1,29,60,100,60
136238896013,5397,Brooches,,200,Piece,31,"Rs. 4,000 - 5,800","3,000 to 10,000",300,1,29,60,100,60
135965523867,5397,Brooches,,200,Piece,31,"Rs. 5,800 - 6,000","3,000 to 10,000",300,0,29,60,120,60
136216169152,5397,Brooches,,100,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,0,29,60,120,60
136001079663,5397,Brooches,,35,Piece,31,"Rs. 1,000 - 1,200","1,000 to 3,000",200,1,29,60,120,60
136112569363,5397,Brooches,,120,Piece,31,"Rs. 1,700 - 3,500","1,000 to 3,000",200,1,29,60,120,60
136195054975,5397,Brooches,,1,Piece,31,Rs. 60 - 100,"Upto 1,000",100,0,29,60,120,60
136063676163,5760,Car Parking Lights,,100,Piece,31,"Rs. 1,000 - 2,500","1,000 to 3,000",200,0,25,88,583,1
136157999985,5760,Car Parking Lights,,2,Piece,31,"Rs. Upto 1,000","Upto 1,000",100,1,25,88,583,1
135894662967,126348,Crompton Greaves Motor,0,10,Piece,31,Rs. 1 to 2 Lakh,1 to 2 Lakh,700,1,5890,11585,28316,1
135894278195,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 22,000 - 28,000","20,000 to 50,000",500,1,5890,11585,28316,1
136179773846,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 5,000 - 5,800","3,000 to 10,000",300,0,5800,11445,28007,1
136179773846,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 5,000 - 5,800","3,000 to 10,000",300,0,5800,11445,28007,1
135998461652,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 26,000 - 28,000","20,000 to 50,000",500,1,5890,11500,28284,1
135890967685,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 22,000 - 28,000","20,000 to 50,000",500,1,5890,11585,28316,1
136009301975,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 5,900 - 8,000","3,000 to 10,000",300,1,5890,11500,28284,1
136009301975,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 5,900 - 8,000","3,000 to 10,000",300,0,5890,11500,28284,1
136010053363,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 3,500 - 5,900","3,000 to 10,000",300,1,5890,11500,28284,1
136009187275,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 3,500 - 5,900","3,000 to 10,000",300,0,5890,11500,28284,1
136054047659,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 5,900 - 8,000","3,000 to 10,000",300,0,5890,11500,28284,1
136054047659,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 5,900 - 8,000","3,000 to 10,000",300,1,5890,11500,28284,1
135939982875,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 12,000 - 18,000","10,000 to 20,000",400,1,5890,11585,28316,1
136053464875,126348,Crompton Greaves Motor,0,2,Piece,31,"Rs. 12,000 - 16,000","10,000 to 20,000",400,0,5890,11500,28284,1
136193770463,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,0,5800,11445,28007,1
135934739667,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 22,000 - 28,000","20,000 to 50,000",500,1,5890,11585,28316,1
136048898663,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 3,500 - 5,900","3,000 to 10,000",,1,5890,11500,28284,1
136048898663,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 3,500 - 5,900","3,000 to 10,000",,-1,5890,11500,28284,1
136190504346,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,1,5800,11445,28007,1
136043758975,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 22,000 - 28,000","20,000 to 50,000",500,1,5890,11500,28284,1
135933266352,126348,Crompton Greaves Motor,0,5,Piece,31,Rs. 1 - 1.4 Lakh,1 to 2 Lakh,700,0,5890,11585,28316,1
136188036575,126348,Crompton Greaves Motor,0,2,Piece,31,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,5800,11445,28007,1
135929672346,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 3,500 - 5,900","3,000 to 10,000",300,0,5890,11585,28316,1
135883855859,126348,Crompton Greaves Motor,0,1,Piece,31,"Rs. 26,000 - 28,000","20,000 to 50,000",500,1,5890,11585,28316,1
136085377263,128849,Red Globe Grape,,1,kg,19,Rs. 71 - 85,"Upto 1,000",100,0,71,162,248,3
136085377263,128849,Red Globe Grape,,1,kg,19,Rs. 71 - 85,"Upto 1,000",100,1,71,162,248,3
136277680775,128983,Salmon Fillet,,5,kg,19,"Rs. 10,000 - 12,000","10,000 to 20,000",400,0,875,2000,2500,2
136277680775,128983,Salmon Fillet,,5,kg,19,"Rs. 10,000 - 12,000","10,000 to 20,000",400,0,875,2000,2500,2
135908333734,128983,Salmon Fillet,,1,kg,19,"Rs. 2,000 - 2,500","1,000 to 3,000",200,0,875,2000,2500,2
136175050846,128983,Salmon Fillet,,1,kg,19,"Rs. 900 - 1,200","1,000 to 3,000",200,0,875,2000,2500,2
136125449785,129776,Trainer Sports Shoes,,25,Pair,29,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,1,1175,2899,3350,4
135943390613,129776,Trainer Sports Shoes,,150,Pair,29,Rs. 2 to 5 Lakh,2 to 5 Lakh,800,0,1175,2899,3350,4
135948849334,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,0,1200,2970,6500,3
135946742567,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,0,1200,2970,6500,3
135946742567,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,0,1200,2970,6500,3
136278688413,64786,Car Bumper,,1,piece,31,"Rs. 2,900 - 3,500","3,000 to 10,000",300,0,1100,2908,6000,3
136278688413,64786,Car Bumper,,1,piece,31,"Rs. 2,900 - 3,500","3,000 to 10,000",300,0,1100,2908,6000,3
136126845285,64786,Car Bumper,,1,piece,31,"Rs. 6,000 - 6,400","3,000 to 10,000",300,0,1100,2970,6450,3
136278436495,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1100,2908,6000,3
135947577852,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1200,2970,6500,3
135887364813,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 3,200","3,000 to 10,000",300,0,1200,2970,6500,3
135942347013,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1200,2970,6500,3
135945978463,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,0,1200,2970,6500,3
135945978463,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,0,1200,2970,6500,3
136278025995,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1100,2908,6000,3
136275788052,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,1100,2908,6000,3
135940811695,64786,Car Bumper,,1,piece,31,"Rs. 1,200 - 2,000","1,000 to 3,000",200,1,1200,2970,6500,3
135941313252,64786,Car Bumper,,1,piece,31,"Rs. 800 - 1,200","1,000 to 3,000",200,0,1200,2970,6500,3
135941556163,64786,Car Bumper,,1,piece,31,"Rs. 1,000 - 1,200","1,000 to 3,000",200,0,1200,2970,6500,3
135945958895,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1200,2970,6500,3
136171457863,64786,Car Bumper,,1,piece,31,"Rs. 1,100 - 1,500","1,000 to 3,000",200,1,1100,2970,6450,3
136169822667,64786,Car Bumper,,1,piece,31,"Rs. 5,500 - 6,400","3,000 to 10,000",,1,1100,2970,6450,3
136169822667,64786,Car Bumper,,1,piece,31,"Rs. 5,500 - 6,400","3,000 to 10,000",,0,1100,2970,6450,3
135944001913,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,1,1200,2970,6500,3
135944001913,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,500","3,000 to 10,000",300,0,1200,2970,6500,3
135945166813,64786,Car Bumper,,1,piece,31,"Rs. 500 - 1,200","Upto 1,000",100,1,1200,2970,6500,3
135944784075,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,1200,2970,6500,3
136270988146,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,1100,2908,6000,3
136166852313,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1100,2970,6450,3
136270888975,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1100,2908,6000,3
135935971234,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,1200,2970,6500,3
135973877859,64786,Car Bumper,,1,Piece,31,"Rs. 2,600 - 3,000","1,000 to 3,000",200,0,1200,2970,6500,3
136165053934,64786,Car Bumper,,1,piece,31,"Rs. 3,000 - 6,400","3,000 to 10,000",300,0,1100,2970,6450,3
136267040667,64786,Car Bumper,,1,piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,1100,2908,6000,3
135962100895,64786,Car Bumper,,1,piece,31,"Rs. 800 - 1,200","1,000 to 3,000",200,0,1200,2970,6500,3
136191934085,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 600,"Upto 1,000",100,0,104,210,590,6
136062916563,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 600,"Upto 1,000",100,1,101,210,590,6
136059950785,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,101,210,590,6
136060756334,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,101,210,590,6
136134114475,4150,Ayurvedic Indian Herbs,,2,kg,19,Rs. 40 - 200,"Upto 1,000",100,1,103,210,590,6
136029276559,4150,Ayurvedic Indian Herbs,,0.5,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,101,210,590,6
136132074263,4150,Ayurvedic Indian Herbs,,10,kg,19,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,103,210,590,6
136120554167,4150,Ayurvedic Indian Herbs,,50,kg,19,"Rs. 10,000 to 20,000","10,000 to 20,000",400,0,103,210,590,6
136095497967,4150,Ayurvedic Indian Herbs,,10,kg,19,"Rs. 5,000 - 5,900","3,000 to 10,000",300,0,103,210,590,6
136024227013,4150,Ayurvedic Indian Herbs,,3,kg,19,Rs. 600 - 900,"Upto 1,000",100,0,101,210,590,6
136129316259,4150,Ayurvedic Indian Herbs,,2,kg,19,"Rs. 400 - 1,200","Upto 1,000",100,0,103,210,590,6
136023665852,4150,Ayurvedic Indian Herbs,,10,kg,19,"Rs. 2,100 - 5,900","3,000 to 10,000",300,0,101,210,590,6
136021198375,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,101,210,590,6
136018533163,4150,Ayurvedic Indian Herbs,,2,kg,19,Rs. 400 - 500,"Upto 1,000",100,0,101,210,590,6
136020052859,4150,Ayurvedic Indian Herbs,,100,kg,19,"Rs. 20,000 to 50,000","20,000 to 50,000",500,0,101,210,590,6
136019746195,4150,Ayurvedic Indian Herbs,,1,Piece,31,Rs. 200,"Upto 1,000",100,0,89,192,436,15
136014312213,4150,Ayurvedic Indian Herbs,,20,kg,19,"Rs. 3,200 - 4,200","3,000 to 10,000",300,0,101,210,590,6
136283674013,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 600,"Upto 1,000",100,0,104,210,593,6
136067973595,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,101,210,590,6
136068405775,4150,Ayurvedic Indian Herbs,,5,kg,19,"Rs. 1,000 - 1,500","1,000 to 3,000",200,0,101,210,590,6
136066969795,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 50 - 100,"Upto 1,000",,1,101,210,590,6
136066969795,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 50 - 100,"Upto 1,000",,1,101,210,590,6
136157462595,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,103,210,590,6
136281381852,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,104,210,593,6
135950352052,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 600,"Upto 1,000",100,0,103,210,592,6
136155874334,4150,Ayurvedic Indian Herbs,,200,kg,19,"Rs. 20,000 to 50,000","20,000 to 50,000",500,1,103,210,590,6
136154411734,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 45 - 100,"Upto 1,000",100,0,103,210,590,6
136154411734,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 45 - 100,"Upto 1,000",100,1,103,210,590,6
136279359675,4150,Ayurvedic Indian Herbs,,1,kg,19,Rs. 200 - 300,"Upto 1,000",100,0,104,210,593,6
135948482175,4150,Ayurvedic Indian Herbs,,2,kg,19,Rs. 300 - 400,"Upto 1,000",100,0,103,210,592,6
136271953585,4150,Ayurvedic Indian Herbs,,1000,kg,19,Rs. 2 to 5 Lakh,2 to 5 Lakh,800,0,104,210,593,6
136152300746,4150,Ayurvedic Indian Herbs,,10,kg,19,"Rs. 1,000 to 3,000","1,000 to 3,000",200,0,103,210,590,6
136150068152,4150,Ayurvedic Indian Herbs,,1000,Piece,31,Rs. 1 to 2 Lakh,1 to 2 Lakh,700,0,90,190,431,15
136140840367,178141,Kulcha,,12,Piece,31,Rs. 400 - 600,"Upto 1,000",100,0,12,40,50,30
136295240585,178141,Kulcha,,30,Piece,31,"Rs. 1,100 - 1,400","1,000 to 3,000",200,0,12,40,50,30
136001891067,178141,Kulcha,,150,Piece,31,"Rs. 5,400 - 7,200","3,000 to 10,000",300,0,12,40,50,30
136254954334,178141,Kulcha,,150,Piece,31,"Rs. 5,400 - 7,200","3,000 to 10,000",300,0,12,40,50,30
136102056259,178141,Kulcha,,100,Pack,27,"Rs. 2,000 - 2,800","1,000 to 3,000",200,0,28,35,45,12
136100303934,178141,Kulcha,,50,Piece,31,"Rs. 1,800 - 2,400","1,000 to 3,000",200,0,12,40,50,30
135906936613,178141,Kulcha,,5000,Piece,31,Rs. 1.8 - 2.4 Lakh,2 to 5 Lakh,800,1,12,40,50,30
135905874352,178141,Kulcha,,200,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,1,12,40,50,30
135902615952,178141,Kulcha,,30,Piece,31,"Rs. 1,100 - 1,400","1,000 to 3,000",200,1,12,40,50,30
136110956495,178141,Kulcha,,10,Pack,27,Rs. 300 - 400,"Upto 1,000",100,1,28,35,45,12
136043396346,178141,Kulcha,,12,pack,27,Rs. 100 - 300,"Upto 1,000",100,1,28,34,45,12
136184134767,178141,Kulcha,,12,Pack,27,Rs. 400 - 500,"Upto 1,000",100,1,28,35,45,12
136006929695,178141,Kulcha,,500,Piece,31,"Rs. 18,000 - 24,000","20,000 to 50,000",500,1,12,40,50,30
135896542952,178141,Kulcha,,15,Piece,31,Rs. 500 - 700,"Upto 1,000",100,1,12,40,50,30
136066582475,178141,Kulcha,,2,Piece,31,Rs. 72 - 96,"Upto 1,000",100,1,12,40,50,30
136066582475,178141,Kulcha,,2,Piece,31,Rs. 72 - 96,"Upto 1,000",100,1,12,40,50,30
135925759485,178141,Kulcha,,1000,Pack,27,"Rs. 31,000 - 41,000","20,000 to 50,000",500,1,28,34,45,12
136033432152,178886,Khadi Jackets,0,100,piece,31,"Rs. 33,000 - 37,000","20,000 to 50,000",500,1,370,550,800,#N/A
135979994234,178886,Khadi Jackets,0,80,piece,31,"Rs. 24,000 - 30,000","20,000 to 50,000",500,1,370,550,800,#N/A
136152507585,178886,Khadi Jackets,0,1,piece,31,Rs. 400 - 600,"Upto 1,000",100,1,360,499,675,#N/A
136152507585,178886,Khadi Jackets,0,1,piece,31,Rs. 400 - 600,"Upto 1,000",100,1,360,499,675,#N/A
136109207885,178918,Plastic Lemon Squeezer,,31,Piece,31,Rs. 300 - 500,"Upto 1,000",100,1,17,27,50,1
136027789434,179047,Linear Magnetic Scale,1,1,Piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,1,7100,12000,18000,#N/A
136025609463,179047,Linear Magnetic Scale,1,1,Piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,1,7100,12000,18000,#N/A
136109573295,179047,Linear Magnetic Scale,1,2,Piece,31,"Rs. 24,000 - 36,000","20,000 to 50,000",500,1,7050,12000,18000,#N/A
135929218863,179047,Linear Magnetic Scale,1,1,Piece,31,"Rs. 10,000 to 20,000","10,000 to 20,000",400,1,7100,12000,18000,#N/A
136156643052,179591,Biker Jacket,,2,Piece,31,"Rs. 1,200 - 1,300","1,000 to 3,000",200,1,600,1152,2999,2
136156643052,179591,Biker Jacket,,2,Piece,31,"Rs. 1,200 - 1,300","1,000 to 3,000",200,1,600,1152,2999,2
135945549159,179591,Biker Jacket,,1,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,600,1105,2999,2
136139020634,179591,Biker Jacket,,1,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,600,1152,2999,2
136139020634,179591,Biker Jacket,,1,Piece,31,"Rs. 1,000 to 3,000","1,000 to 3,000",200,1,600,1152,2999,2
136081923485,179591,Biker Jacket,,500,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,1,600,1152,2999,2
136081923485,179591,Biker Jacket,,500,Piece,31,Rs. 5 to 10 Lakh,5 to 10 Lakh,900,1,600,1152,2999,2
135996698634,21757,Aluminium Pressure Cooker,,50,Piece,31,"Rs. 20,000 to 50,000","20,000 to 50,000",500,1,600,870,1590,1
135994718459,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,870,1590,1
135992075352,21757,Aluminium Pressure Cooker,,100,Piece,31,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,1,600,870,1590,1
136100026867,21757,Aluminium Pressure Cooker,,80000,Piece,31,Rs. More than 1 Crore,More than 1 Crore,1300,1,600,875,1590,1
136218044459,21757,Aluminium Pressure Cooker,,1,Piece,31,Rs. 400 - 600,"Upto 1,000",100,1,600,870,1590,1
136215320213,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,870,1590,1
136213341546,21757,Aluminium Pressure Cooker,,100,Piece,31,"Rs. 54,000 - 60,000","50,000 to 1 Lakh",600,0,600,870,1590,1
136213341546,21757,Aluminium Pressure Cooker,,100,Piece,31,"Rs. 54,000 - 60,000","50,000 to 1 Lakh",600,0,600,870,1590,1
136210187085,21757,Aluminium Pressure Cooker,,1,Piece,31,Rs. 800 - 900,"Upto 1,000",100,1,600,870,1590,1
135930878663,21757,Aluminium Pressure Cooker,,1,Piece,31,Rs. 800 - 900,"Upto 1,000",100,1,600,870,1590,1
136121985563,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,875,1590,1
136003537346,21757,Aluminium Pressure Cooker,,25,Piece,31,"Rs. 22,000 - 40,000","20,000 to 50,000",500,1,600,870,1590,1
136209763246,21757,Aluminium Pressure Cooker,,2000,Piece,31,Rs. 17.4 - 20.9 Lakh,10 to 20 Lakh,1000,1,600,870,1590,1
136209705567,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,870,1590,1
136117502713,21757,Aluminium Pressure Cooker,,1,Piece,31,Rs. 800 - 900,"Upto 1,000",100,1,600,875,1590,1
136116028413,21757,Aluminium Pressure Cooker,,25,Piece,31,"Rs. 20,000 - 24,000","20,000 to 50,000",500,1,600,875,1590,1
135907785334,21757,Aluminium Pressure Cooker,,100,Piece,31,"Rs. 50,000 to 1 Lakh","50,000 to 1 Lakh",600,1,600,872,1590,1
135907914095,21757,Aluminium Pressure Cooker,,1,Piece,31,Rs. 600 - 900,"Upto 1,000",100,0,600,872,1590,1
135905330085,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 1,200 - 1,600","1,000 to 3,000",200,1,600,872,1590,1
136112917059,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,0,600,875,1590,1
135901620785,21757,Aluminium Pressure Cooker,,30,Piece,31,"Rs. 24,000 - 31,000","20,000 to 50,000",500,0,600,872,1590,1
136234731534,21757,Aluminium Pressure Cooker,,50,Piece,31,"Rs. 24,000 - 30,000","20,000 to 50,000",500,1,600,870,1590,1
136231792867,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,870,1590,1
136231792867,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,0,600,870,1590,1
136041460367,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,0,600,870,1590,1
136231588385,21757,Aluminium Pressure Cooker,,100,Piece,31,"Rs. 45,000 - 60,000","50,000 to 1 Lakh",600,0,600,870,1590,1
136230500663,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,870,1590,1
136039251395,21757,Aluminium Pressure Cooker,,5000,Piece,31,Rs. 20 to 50 Lakh,20 to 50 Lakh,1100,1,600,870,1590,1
136014097046,21757,Aluminium Pressure Cooker,,50,Piece,31,"Rs. 18,000 - 30,000","20,000 to 50,000",500,1,600,870,1590,1
135917440352,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,872,1590,1
135917440352,21757,Aluminium Pressure Cooker,,1,Piece,31,"Rs. 800 - 1,000","Upto 1,000",100,1,600,872,1590,1
136035836434,21757,Aluminium Pressure Cooker,,5000,Piece,31,Rs. 20 to 50 Lakh,20 to 50 Lakh,,1,600,870,1590,1
135943390613,129776,Trainer Sports Shoes,,150,Pair,29,Rs. 2 to 5 Lakh,2 to 5 Lakh,800,0,1175,2899,3350,4
136239180752,129776,Trainer Sports Shoes,,1,Pair,29,"Rs. 1,200 - 2,000","1,000 to 3,000",200,0,1175,2899,3350,4
136239180752,129776,Trainer Sports Shoes,,1,Pair,29,"Rs. 1,200 - 2,000","1,000 to 3,000",200,0,1175,2899,3350,4
135973071767,132528,Standard Torque Wrench,1,1,Piece,31,"Rs. 3,000 to 10,000","3,000 to 10,000",300,1,2950,6500,13224,1
136074310852,134147,Corrugated Sheets Making Machine,1,1,Piece,31,Rs. 15.3 - 20.4 Lakh,10 to 20 Lakh,,1,1399999,1700000,2200000,#N/A
136074310852,134147,Corrugated Sheets Making Machine,1,1,Piece,31,Rs. 15.3 - 20.4 Lakh,10 to 20 Lakh,,1,1399999,1700000,2200000,#N/A
136036412252,134147,Corrugated Sheets Making Machine,1,1,Piece,31,Rs. 15.3 - 20.4 Lakh,10 to 20 Lakh,1000,1,1387499,1700000,2212500,#N/A
135984441334,134147,Corrugated Sheets Making Machine,1,1,Piece,31,Rs. 15.3 - 20.4 Lakh,10 to 20 Lakh,1000,1,1387499,1700000,2212500,#N/A
136176940513,134147,Corrugated Sheets Making Machine,1,1,Piece,31,Rs. 15.3 - 20.4 Lakh,10 to 20 Lakh,,1,1399999,1700000,2200000,#N/A
136176940513,134147,Corrugated Sheets Making Machine,1,1,Piece,31,Rs. 15.3 - 20.4 Lakh,10 to 20 Lakh,,1,1399999,1700000,2200000,#N/A
136252745746,134245,Pump Diffuser,,20,Piece,31,"Rs. 700 - 1,300","1,000 to 3,000",200,0,65,290,1288,1
136252745746,134245,Pump Diffuser,,20,Piece,31,"Rs. 700 - 1,300","1,000 to 3,000",200,0,65,290,1288,1
136187864395,134245,Pump Diffuser,,20,Piece,31,"Rs. 1,100 - 1,300","1,000 to 3,000",200,1,65,290,1288,1
136209577646,136613,Ward Vacuum Unit,1,50,Piece,31,"Rs. 52,000 - 60,000","50,000 to 1 Lakh",600,1,800,1040,1400,1
